seq_id,seq_type,hydration_count_ligand_3A_mean,hydration_count_ligand_3A_std,hydration_count_ligand_3A_min,hydration_count_ligand_3A_max,hydration_count_ligand_3A_early20_mean,hydration_count_ligand_3A_late20_mean,hydration_count_ligand_3A_drift20,hydration_count_ligand_3A_slope,hydration_count_ligand_3A_slope_per_ns,hydration_count_ligand_4A_mean,hydration_count_ligand_4A_std,hydration_count_ligand_4A_min,hydration_count_ligand_4A_max,hydration_count_ligand_4A_early20_mean,hydration_count_ligand_4A_late20_mean,hydration_count_ligand_4A_drift20,hydration_count_ligand_4A_slope,hydration_count_ligand_4A_slope_per_ns,hydration_count_ligand_5A_mean,hydration_count_ligand_5A_std,hydration_count_ligand_5A_min,hydration_count_ligand_5A_max,hydration_count_ligand_5A_early20_mean,hydration_count_ligand_5A_late20_mean,hydration_count_ligand_5A_drift20,hydration_count_ligand_5A_slope,hydration_count_ligand_5A_slope_per_ns,hydration_count_ligand_6A_mean,hydration_count_ligand_6A_std,hydration_count_ligand_6A_min,hydration_count_ligand_6A_max,hydration_count_ligand_6A_early20_mean,hydration_count_ligand_6A_late20_mean,hydration_count_ligand_6A_drift20,hydration_count_ligand_6A_slope,hydration_count_ligand_6A_slope_per_ns,hydration_count_ligand_8A_mean,hydration_count_ligand_8A_std,hydration_count_ligand_8A_min,hydration_count_ligand_8A_max,hydration_count_ligand_8A_early20_mean,hydration_count_ligand_8A_late20_mean,hydration_count_ligand_8A_drift20,hydration_count_ligand_8A_slope,hydration_count_ligand_8A_slope_per_ns,n_frames
seq16_binder,Binder,2.491442542787286,1.3507401293607209,0.0,7.0,1.1755102040816328,4.069387755102041,2.8938775510204087,3.2482976673064505,0.007065356535739971,5.111654441727791,2.783362981675485,1.0,15.0,2.146938775510204,9.0,6.853061224489796,8.328942443235666,0.018116242399642556,8.313773431132844,4.44711725248919,1.0,23.0,3.853061224489796,15.028571428571428,11.175510204081633,13.57907982447058,0.029535790809071417,11.746536267318664,6.313732770626931,1.0,31.0,6.420408163265306,21.942857142857143,15.522448979591836,18.47365067734921,0.040181948183467577,28.340668296658517,11.456931885323234,8.0,60.0,20.84081632653061,47.19591836734694,26.35510204081633,30.368858660592686,0.06605515749992974,1227
seq14_binder,Binder,2.220048899755501,1.063810406579056,0.0,5.0,2.130612244897959,3.016326530612245,0.8857142857142861,0.8797814642848607,0.0019136084051872989,6.947840260798696,1.7253708191229333,1.0,13.0,6.881632653061224,7.624489795918367,0.7428571428571429,0.9176827568630881,0.001996047323247609,11.06601466992665,1.8888539389584307,5.0,17.0,11.151020408163266,11.963265306122448,0.8122448979591823,1.0049536885866048,0.002185869904484188,13.828035859820702,2.1142423788510825,8.0,21.0,14.151020408163266,15.126530612244897,0.9755102040816315,1.2006960649235832,0.0026116281999425434,28.599022004889974,3.6102632415818956,16.0,44.0,29.742857142857144,28.29795918367347,-1.444897959183674,-1.227057333768707,-0.002668966468229921,1227
seq10_binder,Binder,2.80440097799511,0.9918396607145133,0.0,6.0,2.4857142857142858,2.6408163265306124,0.15510204081632661,0.10310362128971107,0.00022426018768833278,8.778321108394458,3.0122952799642024,2.0,16.0,4.640816326530612,10.053061224489795,5.412244897959183,6.945931524414039,0.015108062043314925,13.039119804400977,3.8246106331258556,2.0,22.0,7.718367346938775,14.224489795918368,6.506122448979593,8.700923042616058,0.01892533560112247,17.101874490627548,4.688353296519382,4.0,28.0,10.29795918367347,18.114285714285714,7.816326530612244,9.988244944768761,0.02172538324038882,36.256723716381416,7.2076055563566115,16.0,54.0,26.881632653061224,36.86530612244898,9.983673469387753,13.955695547255164,0.0303549658450357,1227
seq17_binder,Binder,1.43520782396088,0.9345313457502665,0.0,5.0,0.8081632653061225,2.5714285714285716,1.7632653061224492,2.0377818306348208,0.004432369397791886,2.2917685411572943,1.3660056233009152,0.0,8.0,1.2285714285714286,4.391836734693878,3.163265306122449,3.235124997013452,0.007036704724335947,3.8940505297473513,1.7810527204108155,0.0,11.0,2.595918367346939,6.33469387755102,3.738775510204081,3.7566878777983947,0.008171153622182481,5.462917685411573,2.2786816765661584,1.0,17.0,3.6612244897959183,8.208163265306123,4.546938775510204,5.288245741181719,0.011502437718720436,14.578647106764466,5.069778825391109,4.0,37.0,12.33061224489796,20.10612244897959,7.77551020408163,10.425435836990193,0.022676315034236425,1227
seq39_binder,Binder,3.0073349633251834,1.5871668477356111,0.0,8.0,1.5224489795918368,3.5061224489795917,1.983673469387755,2.996981594896586,0.006518720162907199,7.121434392828036,3.8189364609964986,0.0,16.0,2.2244897959183674,9.126530612244897,6.902040816326529,9.538980432133668,0.02074819017321081,12.725346373268133,6.927641016038557,1.0,27.0,3.4081632653061225,18.077551020408162,14.66938775510204,19.67010982534662,0.042784360685908934,19.331703341483294,10.498030115213606,1.0,38.0,5.016326530612245,28.420408163265307,23.40408163265306,31.299841513821736,0.06808013379841597,41.981255093724535,20.272483043744003,7.0,76.0,14.420408163265305,59.06122448979592,44.64081632653061,60.106568017648534,0.13073750520423819,1227
seq42_binder,Binder,3.295843520782396,1.0370514915929445,0.0,6.0,2.7714285714285714,3.5183673469387755,0.7469387755102042,1.0674243208588519,0.002321749474407508,5.432762836185819,1.5136442566215371,1.0,11.0,4.363265306122449,5.726530612244898,1.3632653061224485,1.7143346367958692,0.003728840971823537,9.24042379788101,2.475976667113844,2.0,19.0,6.983673469387755,9.755102040816327,2.7714285714285722,3.367616256381258,0.007324885821383926,14.28361858190709,3.7823099513996294,5.0,26.0,10.13469387755102,15.359183673469389,5.224489795918368,6.854670563780729,0.014909560769506763,35.299103504482474,7.424338761281138,8.0,55.0,27.077551020408162,38.29387755102041,11.216326530612246,15.411379148315978,0.03352121620079606,1227
pair_3069_binder,Binder,4.176854115729421,1.7553324640655332,0.0,8.0,2.053061224489796,4.346938775510204,2.293877551020408,2.4104314168982883,0.005242917709403567,9.235533822330888,2.686397672999105,2.0,20.0,5.510204081632653,9.03265306122449,3.522448979591837,3.3898600702436252,0.007373268233265082,13.355338223308884,3.29048324404327,5.0,23.0,8.477551020408164,13.020408163265307,4.542857142857143,3.7035193488527676,0.008055507012186554,18.098614506927465,4.3441093188328574,8.0,31.0,11.371428571428572,17.69795918367347,6.3265306122448965,5.259813798650877,0.011440595538120444,37.23227383863081,10.113246373216219,13.0,59.0,19.685714285714287,38.3469387755102,18.661224489795917,17.256452935976373,0.03753442726694153,1227
pair_3070_binder,Binder,4.000814995925021,1.6589878162830034,0.0,8.0,1.616326530612245,4.0285714285714285,2.4122448979591837,2.887761522104441,0.006281156111157023,9.057864710676446,3.2603532797841344,0.0,16.0,4.040816326530612,11.579591836734695,7.538775510204083,6.921656857513762,0.015055262332819484,14.032599837000815,5.3830226045087315,2.0,25.0,5.555102040816327,18.742857142857144,13.187755102040818,11.938373565461161,0.025967098565440272,19.138549307253463,7.370199616989221,3.0,34.0,7.208163265306123,25.408163265306122,18.2,16.979643684843456,0.03693234080444473,39.60065199674002,14.30760905380469,8.0,63.0,16.06122448979592,50.76734693877551,34.70612244897959,33.97070793147664,0.07388952241756741,1227
pair_3074_binder,Binder,3.395273023634882,1.28221887178303,0.0,7.0,2.2979591836734694,3.404081632653061,1.1061224489795918,1.7523713195766277,0.003811574376458133,8.127954360228198,2.558669549959055,1.0,16.0,5.702040816326531,7.436734693877551,1.7346938775510203,1.7118339001138858,0.0037234016315690873,14.009779951100244,3.5617595260522057,3.0,25.0,11.122448979591837,12.6,1.4775510204081623,0.8130181661795244,0.0017683918785851602,20.811735941320293,4.585288032682456,7.0,35.0,17.759183673469387,18.60408163265306,0.8448979591836725,-0.46410965013578837,-0.001009482653911439,48.079869600651996,7.0489135601937996,24.0,68.0,42.2,47.861224489795916,5.661224489795913,7.07441682661293,0.015387529802311985,1227
pair_3092_binder,Binder,3.256723716381418,1.0720316495573683,0.0,7.0,3.8,3.2081632653061223,-0.5918367346938775,-1.0414134737143907,-0.0022651734066653404,7.048084759576202,1.962601229317319,3.0,16.0,9.355102040816327,6.289795918367347,-3.0653061224489795,-3.6206286883875007,-0.007875211937765096,11.373268133659332,2.890707253044982,5.0,23.0,15.236734693877551,10.040816326530612,-5.195918367346939,-6.076511392687333,-0.013216990522430314,17.226568867155663,3.292951878498708,9.0,33.0,21.383673469387755,15.575510204081633,-5.808163265306122,-6.741094112119017,-0.014662521179160445,40.18174409127954,4.91894124179337,25.0,65.0,44.82857142857143,38.35510204081633,-6.473469387755102,-7.466252000987554,-0.016239808593773906,1227
