seq_id,mean_n_hydrophobic,std_n_hydrophobic,occ_n_hydrophobic_gt0,mean_n_polar,std_n_polar,occ_n_polar_gt0,mean_n_pos_charged,std_n_pos_charged,occ_n_pos_charged_gt0,mean_n_neg_charged,std_n_neg_charged,occ_n_neg_charged_gt0,mean_n_other,std_n_other,occ_n_other_gt0,mean_n_total,std_n_total,occ_n_total_gt0,mean_frac_hydrophobic,std_frac_hydrophobic
bind_019_binder,12.035950110051358,1.6445127266806134,1.0,0.5368875845765061,0.5423349522710186,0.5144697154968615,1.2797750061139643,0.6607596076262703,0.8984266731882286,0.479253281160838,0.499569388230913,0.479253281160838,0.0,0.0,0.0,14.331865981902666,2.042628238436769,1.0,0.8429162523795051,0.065055545488133
bind_020_binder,11.456427814461565,1.209573664247124,1.0,1.6435151218716884,0.4837029079238715,0.9977174533300726,0.0339936414771337,0.190853170969206,0.0322002119507622,0.016140865737344,0.1260172138661743,0.016140865737344,0.0,0.0,0.0,13.15007744354773,1.2587577749873196,1.0,0.8710882303570003,0.0379946904016609
bind_022_binder,11.30015488709546,1.9759050273426335,1.0,1.2049400831499144,0.7800803569170478,0.835004483573816,1.351675226216679,0.6113564183533035,0.9638868509007908,0.4017282139072308,0.4907461392631559,0.4014836553354528,0.0,0.0,0.0,14.258498410369285,2.506261849552918,1.0,0.7943216666017097,0.0587397160056914
bind_034_binder,13.303334148528572,1.3894492802776008,1.0,1.033586043857504,0.3174450859053848,0.975951740441836,0.7254422434172985,0.452639107410964,0.7225890600798891,8.151952392598027e-05,0.0090284482882275,8.151952392598027e-05,0.0,0.0,0.0,15.062443955327302,1.3637448839276514,1.0,0.882630008086814,0.0350103677554446
bind_041_binder,12.521969511698051,1.482179384588642,1.0,0.4352327382408086,0.5368382943175032,0.4140376620200538,0.648895410450803,0.8373365587748622,0.4469715496861498,0.0091301866797097,0.095114806265394,0.0091301866797097,0.0,0.0,0.0,13.615227847069374,1.6158775315994274,1.0,0.921968361866238,0.0646547262704842
bind_043_binder,12.19450558408739,1.1943970468672187,1.0,0.46278633732779,0.5186473024050294,0.4525963968370424,1.4319719572837697,0.9324621496776712,0.8225319964131409,0.0028531833374093,0.0533389415179232,0.0028531833374093,0.0,0.0,0.0,14.092117062036358,1.7398205194184806,1.0,0.870554213748302,0.0698924108311853
bind_069_binder,14.89899730985571,1.3657665040367055,1.0,0.0528246515040352,0.2354028382934818,0.0502975462623298,0.7428874215374582,0.6141630834768759,0.6516670742642863,0.0405152033912121,0.1984007026926487,0.0402706448194342,0.0,0.0,0.0,15.735224586288416,1.4312314166766449,1.0,0.9477593613333276,0.0443100388073411
bind_076_binder,11.17216923453167,1.425534830797435,1.0,2.753484959647836,1.2497179438188772,1.0,0.7465558001141274,0.4349830311978646,0.7465558001141274,0.0005706366674818,0.0238811859269088,0.0005706366674818,0.0,0.0,0.0,14.672780630961116,1.6622475396016403,1.0,0.7626193108235373,0.0640505989981021
bind_080_binder,11.96975625662346,1.218916270227236,1.0,0.6908779652726829,0.4976351709580225,0.6739219042960789,1.318659819026657,0.8516504276515783,0.8426673188228581,0.1511371973587674,0.358182558108717,0.1511371973587674,0.0,0.0,0.0,14.130431238281568,1.4707082650576564,1.0,0.8494400182685108,0.0600751219430257
bind_083_binder,12.89353550175267,1.572024456633785,1.0,0.6082986875356647,0.6028974896517302,0.5517241379310345,1.0942365696584333,0.6740277471190865,0.8156028368794326,0.0004891171435558,0.0221105836190671,0.0004891171435558,0.0,0.0,0.0,14.596559876090325,1.850497143400836,1.0,0.885580854101661,0.0561524826562858
bind_088_binder,10.721284747697071,1.446417289882672,1.0,3.4273253444199887,1.0041878781258564,0.999836960952148,0.6698459280997799,0.571950821147849,0.6168582375478927,0.0002445585717779,0.0156364562124194,0.0002445585717779,0.0,0.0,0.0,14.81870057878862,1.5021733687579637,1.0,0.7229129208423124,0.0585990471931029
bind_099_binder,13.564767261759192,1.4468461189990571,1.0,0.9472568680198908,0.4721712864840133,0.8666340588570963,0.1756745740604874,0.4496696153100005,0.1469797016385424,0.0,0.0,0.0,0.0,0.0,0.0,14.687698703839567,1.4083961895442865,1.0,0.9232457369328492,0.0372995900381432
bind_100_binder,12.081845602021684,1.534681720638211,1.0,0.40498899486427,0.5527534458078707,0.3730333414852857,1.0996168582375478,0.6609110928629146,0.8269340507051439,8.151952392598027e-05,0.0090284482882275,8.151952392598027e-05,0.0,0.0,0.0,13.586532974647428,1.5325307385009588,1.0,0.8893235951556642,0.0535509526100578
bind_101_binder,12.400586940572268,1.534460965683811,1.0,0.6122116246841118,0.5376726973306563,0.586940572267058,1.0120648895410451,0.6362730807637805,0.8074508844868346,0.0018749490502975,0.0432600695371185,0.0018749490502975,0.0,0.0,0.0,14.02673840384772,1.540921122857052,1.0,0.884567205109122,0.0583585118888936
bind_102_binder,11.266731882285807,1.1700333382637598,1.0,1.1388277492459444,1.1482786086958894,0.6113149099209261,0.2942039618488628,0.5057118841767752,0.2701557022906986,0.4962908616613679,0.4999862421035051,0.4962908616613679,0.0,0.0,0.0,13.196054455041985,1.847038284045461,1.0,0.8635355060170335,0.100884540363121
bind_110_binder,12.559386973180075,1.5625197242426905,1.0,0.8361457569087797,0.6803830441510816,0.6841118447868264,0.7784299339691856,0.4176520566741393,0.7774516996820738,0.0,0.0,0.0,0.0,0.0,0.0,14.173962664058042,1.590988206215238,1.0,0.886778655855966,0.0601466931518923
nonb_006_nb,10.74891986630798,1.3642978590695978,1.0,0.1422515692508355,0.3541749289565842,0.14053965924839,1.109969837776147,0.7239202605540613,0.7869894839814136,0.0172006195483818,0.130018299617914,0.0172006195483818,0.0,0.0,0.0,12.018341892883344,1.3821131130333202,1.0,0.895554383258302,0.0686890210200236
nonb_008_nb,11.142170049726907,1.4128887503245595,1.0,1.875356647917176,0.7275018990895374,1.0,1.8888888888888888,0.7670539047538987,0.9984511290454064,0.9356810956224016,0.2518784704461717,0.934050705143882,0.0,0.0,0.0,15.842096682155375,1.6186817275301348,1.0,0.7053711288300597,0.0775195638743711
nonb_009_nb,14.2121138012554,1.3535421283567817,1.0,0.6004728132387707,0.5133671938665553,0.5888970408412815,0.7156599005461808,0.4799919272154322,0.7029428548137279,0.0004075976196299,0.0201849320982353,0.0004075976196299,0.0,0.0,0.0,15.528654112659982,1.5155152073801312,1.0,0.9161873176335068,0.0370349217478044
nonb_010_nb,9.294040922801011,1.2787301363114532,1.0,2.1054047444362927,0.5988162329585266,0.9966576995190348,2.393657781038559,0.6188544980973654,0.9968207385668868,0.3394472976277818,0.4743817292015342,0.339039700008152,0.0,0.0,0.0,14.132550745903645,1.8521725413096648,1.0,0.6589528038135627,0.053116507363737
nonb_011_nb,13.290454063748268,2.052544309049178,1.0,0.8609276921822776,0.7593198358380798,0.6719654357218554,1.5778103855873482,0.720184934253211,0.9238607646531344,0.5765060732045325,0.4942771083215109,0.5764245536806065,0.0,0.0,0.0,16.305698214722426,1.98731675157751,1.0,0.8134484815417039,0.062187223571812
nonb_013_nb,12.861009211706204,1.2177868726511054,1.0,2.6590038314176243,0.5399664723052899,0.9982880899975544,1.3300725523762942,0.4990033464083962,0.9979620119018504,1.1517893535501753,0.4002697614539769,0.984266731882286,0.0,0.0,0.0,18.001874949050297,1.6009534147884517,1.0,0.7152361686897429,0.0416583859946484
nonb_014_nb,10.911551316540312,1.4400617604270152,1.0,3.022988505747126,0.9110392079166524,1.0,1.2421945055840873,1.1796845644628882,0.5941958098964703,0.4903399364147713,0.5000697173588711,0.4902584168908453,0.0,0.0,0.0,15.667074264286295,1.6492939342036437,1.0,0.6975608946702767,0.0689240248188855
nonb_017_nb,11.288905192793674,1.3981004709155236,1.0,1.2489606260699435,0.4818101794190306,0.99959240238037,1.3825711257846254,0.5825926336564862,0.9927447623705876,0.0140213581152686,0.1175787380093526,0.0140213581152686,0.0,0.0,0.0,13.934458302763511,1.4930425990062604,1.0,0.8100236762548224,0.0501044374927209
nonb_018_nb,11.884242276025107,1.5306872665389684,1.0,1.3312138257112578,0.5100504697673408,0.9953533871362192,1.289720388032934,0.7007858578281322,0.8620689655172413,0.0023640661938534,0.0485641574093951,0.0023640661938534,0.0,0.0,0.0,14.507540555963152,1.726843497503775,1.0,0.8200216333206982,0.0550351237626944
